nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209252;6;31;1465209252
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209261;6;32;1465209261
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209279;6;33;1465209279
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;132012;7;34;1465132012
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;142603;7;35;1465142603
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;145912;7;36;1465145912
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;185001;7;37;1465185001
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209287;7;38;1465209287
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209350;7;39;1465209350
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209295;8;41;1465209295
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209309;8;42;1465209309
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209317;8;43;1465209317
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209368;8;44;1465209368
Departamento de Línguas Estrangeiras e Traduçăo   ;LET         ;1465;209376;8;45;1465209376
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;110311;1;1;345110311
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;110329;1;2;345110329
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;110337;1;3;345110337
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;110345;1;4;345110345
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;113531;2;5;345113531
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;113557;2;6;345113557
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;113573;2;7;345113573
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;113581;2;8;345113581
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;113590;2;9;345113590
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;115380;3;10;345115380
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;115398;3;11;345115398
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;115479;3;12;345115479
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;128252;3;13;345128252
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;119822;4;14;345119822
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;119831;4;15;345119831
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;119849;4;16;345119849
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;119857;4;17;345119857
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;121495;5;18;345121495
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;121509;5;19;345121509
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;121517;5;20;345121517
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;121525;5;21;345121525
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;122866;6;22;345122866
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;122874;6;23;345122874
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;124052;6;24;345124052
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;124966;6;25;345124966
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;192015;6;26;345192015
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;128244;7;27;345128244
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;128279;7;28;345128279
Departamento de Lingüística; Portuguęs; Líng Clás ;LIP         ;345;128287;8;30;345128287
Departamento de Matemática.                       ;MAT         ;141;113034;1;1;141113034
Departamento de Matemática.                       ;MAT         ;141;105881;1;2;141105881
Departamento de Matemática.                       ;MAT         ;141;113913;1;3;141113913
Departamento de Matemática.                       ;MAT         ;141;194221;1;4;141194221
Departamento de Matemática.                       ;MAT         ;141;113042;2;5;141113042
Departamento de Matemática.                       ;MAT         ;141;113093;2;6;141113093
Departamento de Matemática.                       ;MAT         ;141;125156;2;7;141125156
Departamento de Matemática.                       ;MAT         ;141;118001;2;8;141118001
Departamento de Matemática.                       ;MAT         ;141;118010;2;9;141118010
Departamento de Matemática.                       ;MAT         ;141;113051;3;10;141113051
Departamento de Matemática.                       ;MAT         ;141;113115;3;11;141113115
Departamento de Matemática.                       ;MAT         ;141;118028;3;12;141118028
Departamento de Matemática.                       ;MAT         ;141;113107;4;14;141113107
Departamento de Matemática.                       ;MAT         ;141;117161;4;15;141117161
Departamento de Matemática.                       ;MAT         ;141;125172;4;15;141125172
Departamento de Matemática.                       ;MAT         ;141;194531;4;16;141194531
Departamento de Matemática.                       ;MAT         ;141;199851;4;17;141199851
Departamento de Matemática.                       ;MAT         ;141;117170;5;18;141117170
Departamento de Matemática.                       ;MAT         ;141;113824;5;19;141113824
Departamento de Matemática.                       ;MAT         ;141;113204;6;20;141113204
Departamento de Matemática.                       ;MAT         ;141;117421;6;21;141117421
Departamento de Matemática.                       ;MAT         ;141;117471;6;22;141117471
Departamento de Matemática.                       ;MAT         ;141;134465;6;23;141134465
Departamento de Matemática.                       ;MAT         ;141;117480;7;24;141117480
Departamento de Matemática.                       ;MAT         ;141;117501;7;25;141117501
Departamento de Matemática.                       ;MAT         ;141;117510;7;26;141117510
Departamento de Matemática.                       ;MAT         ;141;117439;8;27;141117439
Departamento de Matemática.                       ;MAT         ;141;113069;8;28;141113069
Departamento de Matemática.                       ;MAT         ;141;150649;8;29;141150649
Departamento de Matemática.                       ;MAT         ;141;113034;1;1;141113034
Departamento de Matemática.                       ;MAT         ;141;113913;1;2;141113913
Departamento de Matemática.                       ;MAT         ;141;113042;2;5;141113042
Departamento de Matemática.                       ;MAT         ;141;118001;2;6;141118001
Departamento de Matemática.                       ;MAT         ;141;118010;2;6;141118010
Departamento de Matemática.                       ;MAT         ;141;113093;2;7;141113093
Departamento de Matemática.                       ;MAT         ;141;115045;2;8;141115045
Departamento de Matemática.                       ;MAT         ;141;113051;3;11;141113051
Departamento de Matemática.                       ;MAT         ;141;113301;3;12;141113301
Departamento de Matemática.                       ;MAT         ;141;118028;3;13;141118028
Departamento de Matemática.                       ;MAT         ;141;118036;3;13;141118036
Departamento de Matemática.                       ;MAT         ;141;113417;3;14;141113417
Departamento de Matemática.                       ;MAT         ;141;118044;4;15;141118044
Departamento de Matemática.                       ;MAT         ;141;118052;4;15;141118052
Departamento de Matemática.                       ;MAT         ;141;113824;4;16;141113824
Departamento de Matemática.                       ;MAT         ;141;113069;4;17;141113069
Departamento de Matemática.                       ;MAT         ;141;117161;4;20;141117161
Departamento de Matemática.                       ;MAT         ;141;113107;5;18;141113107
Departamento de Matemática.                       ;MAT         ;141;113123;5;19;141113123
Departamento de Matemática.                       ;MAT         ;141;113930;5;33;141113930
Departamento de Matemática.                       ;MAT         ;141;113131;6;21;141113131
Departamento de Matemática.                       ;MAT         ;141;113204;6;22;141113204
Departamento de Matemática.                       ;MAT         ;141;113522;6;25;141113522
Departamento de Matemática.                       ;MAT         ;141;113115;6;31;141113115
Departamento de Matemática.                       ;MAT         ;141;113433;7;24;141113433
Departamento de Matemática.                       ;MAT         ;141;113212;7;26;141113212
Departamento de Matemática.                       ;MAT         ;141;117145;7;27;141117145
Departamento de Matemática.                       ;MAT         ;141;113263;7;30;141113263
Departamento de Matemática.                       ;MAT         ;141;113328;8;28;141113328
Departamento de Matemática.                       ;MAT         ;141;117137;8;29;141117137
Departamento de Matemática.                       ;MAT         ;752;113034;1;1;752113034
Departamento de Matemática.                       ;MAT         ;752;105881;1;2;752105881
Departamento de Matemática.                       ;MAT         ;752;113913;1;3;752113913
Departamento de Matemática.                       ;MAT         ;752;194221;1;4;752194221
Departamento de Matemática.                       ;MAT         ;752;113042;2;5;752113042
Departamento de Matemática.                       ;MAT         ;752;113093;2;6;752113093
Departamento de Matemática.                       ;MAT         ;752;125156;2;7;752125156
Departamento de Matemática.                       ;MAT         ;752;118001;2;8;752118001
Departamento de Matemática.                       ;MAT         ;752;118010;2;9;752118010
Departamento de Matemática.                       ;MAT         ;752;113051;3;10;752113051
Departamento de Matemática.                       ;MAT         ;752;113115;3;11;752113115
Departamento de Matemática.                       ;MAT         ;752;118028;3;13;752118028
Departamento de Matemática.                       ;MAT         ;752;113107;4;13;752113107
Departamento de Matemática.                       ;MAT         ;752;194531;4;14;752194531
Departamento de Matemática.                       ;MAT         ;752;113972;4;15;752113972
Departamento de Matemática.                       ;MAT         ;752;117161;5;16;752117161
Departamento de Matemática.                       ;MAT         ;752;125172;5;17;752125172
Departamento de Matemática.                       ;MAT         ;752;113603;5;18;752113603
Departamento de Matemática.                       ;MAT         ;752;117170;6;19;752117170
Departamento de Matemática.                       ;MAT         ;752;113824;6;20;752113824
Departamento de Matemática.                       ;MAT         ;752;117421;7;21;752117421
Departamento de Matemática.                       ;MAT         ;752;117471;7;22;752117471
Departamento de Matemática.                       ;MAT         ;752;113204;7;23;752113204
Departamento de Matemática.                       ;MAT         ;752;117480;8;24;752117480
Departamento de Matemática.                       ;MAT         ;752;117501;8;25;752117501
Departamento de Matemática.                       ;MAT         ;752;199851;8;26;752199851
Departamento de Matemática.                       ;MAT         ;752;117439;9;27;752117439
Departamento de Matemática.                       ;MAT         ;752;113069;9;28;752113069
Departamento de Matemática.                       ;MAT         ;752;117510;10;29;752117510
Departamento de Matemática.                       ;MAT         ;752;150649;10;30;752150649
Departamento de Matemática.                       ;MAT         ;752;134465;10;31;752134465
Departamento de Música                            ;MUS         ;175;144703;1;1;175144703
Departamento de Música                            ;MUS         ;175;144886;1;2;175144886
Departamento de Música                            ;MUS         ;175;150541;1;4;175150541
Departamento de Música                            ;MUS         ;175;144045;1;5;175144045
Departamento de Música                            ;MUS         ;175;144177;2;6;175144177
Departamento de Música                            ;MUS         ;175;144231;2;7;175144231
Departamento de Música                            ;MUS         ;175;144711;2;8;175144711
Departamento de Música                            ;MUS         ;175;150550;2;9;175150550
Departamento de Música                            ;MUS         ;175;144053;2;10;175144053
Departamento de Música                            ;MUS         ;175;144100;3;11;175144100
Departamento de Música                            ;MUS         ;175;144401;3;12;175144401
Departamento de Música                            ;MUS         ;175;144720;3;13;175144720
Departamento de Música                            ;MUS         ;175;144061;3;15;175144061
Departamento de Música                            ;MUS         ;175;158119;3;16;175158119
Departamento de Música                            ;MUS         ;175;144801;3;17;175144801
Departamento de Música                            ;MUS         ;175;144240;3;18;175144240
Departamento de Música                            ;MUS         ;175;144088;4;19;175144088
Departamento de Música                            ;MUS         ;175;144266;4;20;175144266
Departamento de Música                            ;MUS         ;175;158127;4;21;175158127
Departamento de Música                            ;MUS         ;175;144738;4;22;175144738
Departamento de Música                            ;MUS         ;175;144207;4;23;175144207
Departamento de Música                            ;MUS         ;175;144070;4;24;175144070
Departamento de Música                            ;MUS         ;175;157741;4;25;175157741
Departamento de Música                            ;MUS         ;175;144096;5;26;175144096
Departamento de Música                            ;MUS         ;175;144746;5;27;175144746
Departamento de Música                            ;MUS         ;175;144215;5;28;175144215
Departamento de Música                            ;MUS         ;175;153028;5;29;175153028
Departamento de Música                            ;MUS         ;175;144274;5;30;175144274
Departamento de Música                            ;MUS         ;175;157805;5;31;175157805
Departamento de Música                            ;MUS         ;175;209058;6;32;175209058
Departamento de Música                            ;MUS         ;175;144754;6;33;175144754
Departamento de Música                            ;MUS         ;175;149501;6;34;175149501
Departamento de Música                            ;MUS         ;175;149446;6;35;175149446
Departamento de Música                            ;MUS         ;175;144851;6;36;175144851
Departamento de Música                            ;MUS         ;175;150428;6;37;175150428
Departamento de Música                            ;MUS         ;175;144762;7;38;175144762
Departamento de Música                            ;MUS         ;175;149462;7;39;175149462
Departamento de Música                            ;MUS         ;175;101851;7;40;175101851
Departamento de Música                            ;MUS         ;175;144185;7;41;175144185
Departamento de Música                            ;MUS         ;175;149454;7;42;175149454
Departamento de Música                            ;MUS         ;175;150436;7;43;175150436
Departamento de Música                            ;MUS         ;175;148903;8;44;175148903
Departamento de Música                            ;MUS         ;175;149489;8;45;175149489
Departamento de Música                            ;MUS         ;175;144282;8;46;175144282
Departamento de Música                            ;MUS         ;175;144771;8;47;175144771
Departamento de Música                            ;MUS         ;175;150444;8;48;175150444
Departamento de Música                            ;MUS         ;175;144886;1;1;175144886
Departamento de Música                            ;MUS         ;175;150541;1;3;175150541
Departamento de Música                            ;MUS         ;175;144045;1;4;175144045
Departamento de Música                            ;MUS         ;175;149004;1;5;175149004
Departamento de Música                            ;MUS         ;175;144231;2;6;175144231
Departamento de Música                            ;MUS         ;175;150550;2;7;175150550
Departamento de Música                            ;MUS         ;175;144053;2;8;175144053
Departamento de Música                            ;MUS         ;175;144177;2;9;175144177
Departamento de Música                            ;MUS         ;175;149012;2;10;175149012
Departamento de Música                            ;MUS         ;175;144100;3;11;175144100
Departamento de Música                            ;MUS         ;175;144401;3;12;175144401
Departamento de Música                            ;MUS         ;175;144061;3;13;175144061
Departamento de Música                            ;MUS         ;175;158119;3;14;175158119
Departamento de Música                            ;MUS         ;175;149381;3;15;175149381
Departamento de Música                            ;MUS         ;175;149021;3;16;175149021
Departamento de Música                            ;MUS         ;175;144240;3;17;175144240
Departamento de Música                            ;MUS         ;175;144088;4;18;175144088
Departamento de Música                            ;MUS         ;175;144070;4;19;175144070
Departamento de Música                            ;MUS         ;175;144266;4;20;175144266
Departamento de Música                            ;MUS         ;175;158127;4;21;175158127
Departamento de Música                            ;MUS         ;175;149039;4;22;175149039
Departamento de Música                            ;MUS         ;175;149390;4;23;175149390
Departamento de Música                            ;MUS         ;175;144207;4;24;175144207
Departamento de Música                            ;MUS         ;175;144096;5;25;175144096
Departamento de Música                            ;MUS         ;175;153028;5;26;175153028
Departamento de Música                            ;MUS         ;175;144274;5;27;175144274
Departamento de Música                            ;MUS         ;175;149047;5;28;175149047
Departamento de Música                            ;MUS         ;175;149403;5;29;175149403
Departamento de Música                            ;MUS         ;175;144215;5;30;175144215
Departamento de Música                            ;MUS         ;175;209058;6;30;175209058
Departamento de Música                            ;MUS         ;175;144851;6;31;175144851
Departamento de Música                            ;MUS         ;175;149501;6;32;175149501
Departamento de Música                            ;MUS         ;175;144223;6;33;175144223
Departamento de Música                            ;MUS         ;175;149055;6;34;175149055
Departamento de Música                            ;MUS         ;175;149411;6;35;175149411
Departamento de Música                            ;MUS         ;175;149462;7;36;175149462
Departamento de Música                            ;MUS         ;175;101851;7;37;175101851
Departamento de Música                            ;MUS         ;175;144185;7;38;175144185
Departamento de Música                            ;MUS         ;175;144894;7;39;175144894
Departamento de Música                            ;MUS         ;175;149063;7;40;175149063
Departamento de Música                            ;MUS         ;175;149420;7;41;175149420
Departamento de Música                            ;MUS         ;175;149624;8;42;175149624
Departamento de Música                            ;MUS         ;175;149489;8;43;175149489
Departamento de Música                            ;MUS         ;175;144282;8;44;175144282
Departamento de Música                            ;MUS         ;175;149071;8;45;175149071
Departamento de Música                            ;MUS         ;175;149438;8;46;175149438
Departamento de Música                            ;MUS         ;175;149101;1;1;175149101
Departamento de Música                            ;MUS         ;175;144886;1;2;175144886
Departamento de Música                            ;MUS         ;175;150541;1;4;175150541
Departamento de Música                            ;MUS         ;175;144045;1;5;175144045
Departamento de Música                            ;MUS         ;175;144231;2;6;175144231
Departamento de Música                            ;MUS         ;175;149110;2;7;175149110
Departamento de Música                            ;MUS         ;175;150550;2;8;175150550
Departamento de Música                            ;MUS         ;175;144053;2;9;175144053
Departamento de Música                            ;MUS         ;175;144177;2;10;175144177
Departamento de Música                            ;MUS         ;175;144100;3;11;175144100
Departamento de Música                            ;MUS         ;175;149381;3;13;175149381
Departamento de Música                            ;MUS         ;175;144401;3;14;175144401
Departamento de Música                            ;MUS         ;175;149128;3;15;175149128
Departamento de Música                            ;MUS         ;175;144061;3;16;175144061
Departamento de Música                            ;MUS         ;175;158119;3;17;175158119
Departamento de Música                            ;MUS         ;175;144240;3;18;175144240
Departamento de Música                            ;MUS         ;175;144088;4;19;175144088
Departamento de Música                            ;MUS         ;175;144266;4;20;175144266
Departamento de Música                            ;MUS         ;175;149136;4;21;175149136
Departamento de Música                            ;MUS         ;175;149390;4;22;175149390
Departamento de Música                            ;MUS         ;175;144207;4;23;175144207
Departamento de Música                            ;MUS         ;175;144070;4;24;175144070
Departamento de Música                            ;MUS         ;175;158127;4;25;175158127
Departamento de Música                            ;MUS         ;175;144096;5;26;175144096
Departamento de Música                            ;MUS         ;175;144274;5;27;175144274
Departamento de Música                            ;MUS         ;175;149144;5;28;175149144
Departamento de Música                            ;MUS         ;175;144215;5;29;175144215
Departamento de Música                            ;MUS         ;175;153028;5;30;175153028
Departamento de Música                            ;MUS         ;175;149403;5;31;175149403
Departamento de Música                            ;MUS         ;175;144223;6;32;175144223
Departamento de Música                            ;MUS         ;175;209058;6;33;175209058
Departamento de Música                            ;MUS         ;175;144851;6;34;175144851
Departamento de Música                            ;MUS         ;175;149152;6;35;175149152
Departamento de Música                            ;MUS         ;175;149501;6;36;175149501
Departamento de Música                            ;MUS         ;175;149411;6;37;175149411
Departamento de Música                            ;MUS         ;175;144894;7;38;175144894
Departamento de Música                            ;MUS         ;175;149161;7;39;175149161
Departamento de Música                            ;MUS         ;175;149462;7;40;175149462
Departamento de Música                            ;MUS         ;175;101851;7;41;175101851
Departamento de Música                            ;MUS         ;175;144185;7;42;175144185
Departamento de Música                            ;MUS         ;175;149420;7;43;175149420
Departamento de Música                            ;MUS         ;175;149632;8;44;175149632
Departamento de Música                            ;MUS         ;175;149489;8;45;175149489
Departamento de Música                            ;MUS         ;175;144282;8;46;175144282
Departamento de Música                            ;MUS         ;175;149179;8;47;175149179
Departamento de Música                            ;MUS         ;175;149438;8;48;175149438
Departamento de Música                            ;MUS         ;175;149209;1;1;175149209
Departamento de Música                            ;MUS         ;175;144886;1;2;175144886
Departamento de Música                            ;MUS         ;175;150541;1;4;175150541
Departamento de Música                            ;MUS         ;175;144045;1;5;175144045
Departamento de Música                            ;MUS         ;175;144231;2;6;175144231
Departamento de Música                            ;MUS         ;175;149217;2;7;175149217
Departamento de Música                            ;MUS         ;175;150550;2;8;175150550
Departamento de Música                            ;MUS         ;175;144053;2;9;175144053
Departamento de Música                            ;MUS         ;175;144177;2;10;175144177
Departamento de Música                            ;MUS         ;175;144100;3;11;175144100
Departamento de Música                            ;MUS         ;175;149381;3;12;175149381
Departamento de Música                            ;MUS         ;175;144401;3;13;175144401
Departamento de Música                            ;MUS         ;175;149225;3;14;175149225
Departamento de Música                            ;MUS         ;175;144061;3;15;175144061
Departamento de Música                            ;MUS         ;175;158119;3;16;175158119
Departamento de Música                            ;MUS         ;175;144240;3;17;175144240
Departamento de Música                            ;MUS         ;175;144088;4;18;175144088
Departamento de Música                            ;MUS         ;175;144266;4;19;175144266
Departamento de Música                            ;MUS         ;175;149233;4;20;175149233
Departamento de Música                            ;MUS         ;175;149390;4;21;175149390
Departamento de Música                            ;MUS         ;175;144207;4;22;175144207
Departamento de Música                            ;MUS         ;175;144070;4;23;175144070
Departamento de Música                            ;MUS         ;175;158127;4;24;175158127
Departamento de Música                            ;MUS         ;175;144096;5;25;175144096
Departamento de Música                            ;MUS         ;175;144274;5;26;175144274
Departamento de Música                            ;MUS         ;175;149241;5;27;175149241
Departamento de Música                            ;MUS         ;175;144215;5;28;175144215
Departamento de Música                            ;MUS         ;175;153028;5;29;175153028
Departamento de Música                            ;MUS         ;175;149403;5;30;175149403
Departamento de Música                            ;MUS         ;175;144851;6;31;175144851
Departamento de Música                            ;MUS         ;175;149250;6;32;175149250
Departamento de Música                            ;MUS         ;175;149501;6;33;175149501
Departamento de Música                            ;MUS         ;175;144223;6;34;175144223
Departamento de Música                            ;MUS         ;175;209058;6;35;175209058
Departamento de Música                            ;MUS         ;175;149411;6;36;175149411
Departamento de Música                            ;MUS         ;175;149268;7;37;175149268
Departamento de Música                            ;MUS         ;175;149462;7;38;175149462
Departamento de Música                            ;MUS         ;175;144185;7;39;175144185
Departamento de Música                            ;MUS         ;175;144894;7;40;175144894
Departamento de Música                            ;MUS         ;175;149420;7;41;175149420
Departamento de Música                            ;MUS         ;175;101851;7;42;175101851
Departamento de Música                            ;MUS         ;175;149641;8;43;175149641
Departamento de Música                            ;MUS         ;175;149489;8;44;175149489
Departamento de Música                            ;MUS         ;175;144282;8;45;175144282
Departamento de Música                            ;MUS         ;175;149276;8;46;175149276
Departamento de Música                            ;MUS         ;175;149438;8;47;175149438
Departamento de Música                            ;MUS         ;175;149306;1;1;175149306
Departamento de Música                            ;MUS         ;175;144886;1;2;175144886
